cement,compressive strength,blast furnace slag,fly ash,water,superplasticizer,coarse aggregate,fine aggregate,age
425.0,60.29,106.3,0.0,153.5,16.5,852.1,887.1,28
318.8,55.5,212.5,0.0,155.7,14.3,852.1,880.4,28
362.6,71.3,189.0,0.0,164.9,11.6,944.7,755.8,28
323.7,74.7,282.8,0.0,183.8,10.3,942.7,659.9,28
379.5,52.2,151.2,0.0,153.9,15.9,1134.3,605.0,28
362.6,71.3,189.0,0.0,164.9,11.6,944.7,755.8,28
286.3,67.7,200.9,0.0,144.7,11.2,1004.6,803.7,28
362.6,71.3,189.0,0.0,164.9,11.6,944.7,755.8,28
439.0,66.0,177.0,0.0,186.0,11.1,884.9,707.9,28
389.9,74.5,189.0,0.0,145.9,22.0,944.7,755.8,28
362.6,71.3,189.0,0.0,164.9,11.6,944.7,755.8,28
337.9,49.9,189.0,0.0,174.9,9.5,944.7,755.8,28
374.0,63.4,189.2,0.0,170.1,10.1,926.1,756.7,56
313.3,64.9,262.2,0.0,175.5,8.6,1046.9,611.8,56
425.0,64.3,106.3,0.0,153.5,16.5,852.1,887.1,56
425.0,64.9,106.3,0.0,151.4,18.6,936.0,803.7,56
475.0,72.3,118.8,0.0,181.1,8.9,852.1,781.5,56
469.0,69.3,117.2,0.0,137.8,32.2,852.1,840.5,56
425.0,64.3,106.3,0.0,153.5,16.5,852.1,887.1,56
388.6,55.2,97.1,0.0,157.9,12.1,852.1,925.7,56
425.0,64.3,106.3,0.0,153.5,16.5,852.1,887.1,56
318.8,66.1,212.5,0.0,155.7,14.3,852.1,880.4,56
362.6,77.3,189.0,0.0,164.9,11.6,944.7,755.8,56
323.7,80.2,282.8,0.0,183.8,10.3,942.7,659.9,56
379.5,54.9,151.2,0.0,153.9,15.9,1134.3,605.0,56
362.6,77.3,189.0,0.0,164.9,11.6,944.7,755.8,56
286.3,72.99,200.9,0.0,144.7,11.2,1004.6,803.7,56
362.6,77.3,189.0,0.0,164.9,11.6,944.7,755.8,56
439.0,71.7,177.0,0.0,186.0,11.1,884.9,707.9,56
389.9,79.4,189.0,0.0,145.9,22.0,944.7,755.8,56
362.6,77.3,189.0,0.0,164.9,11.6,944.7,755.8,56
337.9,59.89,189.0,0.0,174.9,9.5,944.7,755.8,56
374.0,64.9,189.2,0.0,170.1,10.1,926.1,756.7,91
313.3,66.6,262.2,0.0,175.5,8.6,1046.9,611.8,91
425.0,65.2,106.3,0.0,153.5,16.5,852.1,887.1,91
425.0,66.7,106.3,0.0,151.4,18.6,936.0,803.7,91
475.0,74.19,118.8,0.0,181.1,8.9,852.1,781.5,91
469.0,70.7,117.2,0.0,137.8,32.2,852.1,840.5,91
425.0,65.2,106.3,0.0,153.5,16.5,852.1,887.1,91
388.6,57.6,97.1,0.0,157.9,12.1,852.1,925.7,91
425.0,65.2,106.3,0.0,153.5,16.5,852.1,887.1,91
318.8,68.1,212.5,0.0,155.7,14.3,852.1,880.4,91
362.6,79.3,189.0,0.0,164.9,11.6,944.7,755.8,91
379.5,56.5,151.2,0.0,153.9,15.9,1134.3,605.0,91
362.6,79.3,189.0,0.0,164.9,11.6,944.7,755.8,91
286.3,76.8,200.9,0.0,144.7,11.2,1004.6,803.7,91
362.6,79.3,189.0,0.0,164.9,11.6,944.7,755.8,91
439.0,73.3,177.0,0.0,186.0,11.1,884.9,707.9,91
389.9,82.6,189.0,0.0,145.9,22.0,944.7,755.8,91
362.6,79.3,189.0,0.0,164.9,11.6,944.7,755.8,91
337.9,67.8,189.0,0.0,174.9,9.5,944.7,755.8,91
213.7,18.0,98.1,24.5,181.7,6.9,1065.8,785.4,3
213.7,30.39,98.1,24.5,181.7,6.9,1065.8,785.4,14
213.7,45.71,98.1,24.5,181.7,6.9,1065.8,785.4,28
213.7,50.77,98.1,24.5,181.7,6.9,1065.8,785.4,56
213.7,53.9,98.1,24.5,181.7,6.9,1065.8,785.4,100
213.8,13.18,98.1,24.5,181.7,6.7,1066.0,785.5,3
213.8,17.84,98.1,24.5,181.7,6.7,1066.0,785.5,14
213.8,40.23,98.1,24.5,181.7,6.7,1066.0,785.5,28
213.8,47.13,98.1,24.5,181.7,6.7,1066.0,785.5,56
213.8,49.97,98.1,24.5,181.7,6.7,1066.0,785.5,100
277.2,30.45,97.8,24.5,160.7,11.2,1061.7,782.5,3
277.2,47.71,97.8,24.5,160.7,11.2,1061.7,782.5,14
277.2,63.14,97.8,24.5,160.7,11.2,1061.7,782.5,28
277.2,66.82,97.8,24.5,160.7,11.2,1061.7,782.5,56
277.2,66.95,97.8,24.5,160.7,11.2,1061.7,782.5,100
315.0,81.75,137.0,0.0,145.0,5.9,1130.0,745.0,28
200.0,49.25,200.0,0.0,190.0,0.0,1145.0,660.0,28
145.0,29.16,116.0,119.0,184.0,5.7,833.0,880.0,28
160.0,39.4,128.0,122.0,182.0,6.4,824.0,879.0,28
234.0,39.3,156.0,0.0,189.0,5.9,981.0,760.0,28
250.0,67.87,180.0,95.0,159.0,9.5,860.0,800.0,28
285.0,53.58,190.0,0.0,163.0,7.6,1031.0,685.0,28
356.0,59.0,119.0,0.0,160.0,9.0,1061.0,657.0,28
275.0,76.24,180.0,120.0,162.0,10.4,830.0,765.0,28
165.0,19.42,128.5,132.1,175.1,8.1,1005.8,746.6,3
178.0,20.73,129.8,118.6,179.9,3.6,1007.3,746.8,3
167.4,14.94,129.9,128.6,175.5,7.8,1006.3,746.6,3
165.0,33.09,128.5,132.1,175.1,8.1,1005.8,746.6,14
178.0,34.24,129.8,118.6,179.9,3.6,1007.3,746.8,14
167.4,31.81,129.9,128.6,175.5,7.8,1006.3,746.6,14
165.0,46.39,128.5,132.1,175.1,8.1,1005.8,746.6,28
178.0,39.16,129.8,118.6,179.9,3.6,1007.3,746.8,28
167.4,41.2,129.9,128.6,175.5,7.8,1006.3,746.6,28
165.0,53.72,128.5,132.1,175.1,8.1,1005.8,746.6,56
178.0,48.59,129.8,118.6,179.9,3.6,1007.3,746.8,56
167.4,51.72,129.9,128.6,175.5,7.8,1006.3,746.6,56
165.0,55.02,128.5,132.1,175.1,8.1,1005.8,746.6,100
178.0,49.99,129.8,118.6,179.9,3.6,1007.3,746.8,100
167.4,53.66,129.9,128.6,175.5,7.8,1006.3,746.6,100
158.8,9.62,238.2,0.0,185.7,0.0,1040.6,734.3,7
239.6,25.42,359.4,0.0,185.7,0.0,941.6,664.3,7
238.2,15.69,158.8,0.0,185.7,0.0,1040.6,734.3,7
181.9,27.94,272.8,0.0,185.7,0.0,1012.4,714.3,28
193.5,32.63,290.2,0.0,185.7,0.0,998.2,704.3,28
255.5,17.24,170.3,0.0,185.7,0.0,1026.6,724.3,7
272.8,19.77,181.9,0.0,185.7,0.0,1012.4,714.3,7
239.6,39.44,359.4,0.0,185.7,0.0,941.6,664.3,28
220.8,25.75,147.2,0.0,185.7,0.0,1055.0,744.3,28
210.7,21.82,316.1,0.0,185.7,0.0,977.0,689.3,7
158.8,21.07,238.2,0.0,185.7,0.0,1040.6,734.3,28
255.5,32.05,170.3,0.0,185.7,0.0,1026.6,724.3,28
203.5,11.96,135.7,0.0,185.7,0.0,1076.2,759.3,7
228.0,39.7,342.1,0.0,185.7,0.0,955.8,674.3,28
220.8,13.09,147.2,0.0,185.7,0.0,1055.0,744.3,7
316.1,38.7,210.7,0.0,185.7,0.0,977.0,689.3,28
135.7,7.51,203.5,0.0,185.7,0.0,1076.2,759.3,7
135.7,18.2,203.5,0.0,185.7,0.0,1076.2,759.3,28
193.5,17.2,290.2,0.0,185.7,0.0,998.2,704.3,7
203.5,22.63,135.7,0.0,185.7,0.0,1076.2,759.3,28
290.2,21.86,193.5,0.0,185.7,0.0,998.2,704.3,7
181.9,12.37,272.8,0.0,185.7,0.0,1012.4,714.3,7
170.3,25.73,155.5,0.0,185.7,0.0,1026.6,724.3,28
210.7,37.81,316.1,0.0,185.7,0.0,977.0,689.3,28
228.0,21.92,342.1,0.0,185.7,0.0,955.8,674.3,7
290.2,33.04,193.5,0.0,185.7,0.0,998.2,704.3,28
238.2,26.91,158.8,0.0,185.7,0.0,1040.6,734.3,28
186.2,8.0,124.1,0.0,185.7,0.0,1083.4,764.3,7
316.1,24.44,210.7,0.0,185.7,0.0,977.0,689.3,7
186.2,17.6,124.1,0.0,185.7,0.0,1083.4,764.3,28
170.3,10.73,155.5,0.0,185.7,0.0,1026.6,724.3,7
272.8,31.38,181.9,0.0,185.7,0.0,1012.4,714.3,28
203.5,19.54,305.3,0.0,203.5,0.0,963.4,630.0,7
250.2,47.71,166.8,0.0,203.5,0.0,977.6,694.1,90
157.0,43.38,236.0,0.0,192.0,0.0,935.4,781.2,90
141.3,29.89,212.0,0.0,203.5,0.0,971.8,748.5,28
166.8,6.9,250.2,0.0,203.5,0.0,975.6,692.6,3
122.6,33.19,183.9,0.0,203.5,0.0,958.2,800.1,90
183.9,4.9,122.6,0.0,203.5,0.0,959.2,800.0,3
102.0,4.57,153.0,0.0,192.0,0.0,887.0,942.0,3
102.0,25.46,153.0,0.0,192.0,0.0,887.0,942.0,90
122.6,24.29,183.9,0.0,203.5,0.0,958.2,800.1,28
166.8,33.95,250.2,0.0,203.5,0.0,975.6,692.6,28
200.0,11.41,133.0,0.0,192.0,0.0,965.4,806.2,3
108.3,20.59,162.4,0.0,203.5,0.0,938.2,849.0,28
305.3,25.89,203.5,0.0,203.5,0.0,965.4,631.0,7
108.3,29.23,162.4,0.0,203.5,0.0,938.2,849.0,90
116.0,31.02,173.0,0.0,192.0,0.0,909.8,891.9,90
141.3,10.39,212.0,0.0,203.5,0.0,971.8,748.5,7
157.0,33.66,236.0,0.0,192.0,0.0,935.4,781.2,28
133.0,27.87,200.0,0.0,192.0,0.0,927.4,839.2,28
250.2,19.35,166.8,0.0,203.5,0.0,977.6,694.1,7
173.0,11.39,116.0,0.0,192.0,0.0,946.8,856.8,7
192.0,12.79,288.0,0.0,192.0,0.0,929.8,716.1,3
192.0,39.32,288.0,0.0,192.0,0.0,929.8,716.1,28
153.0,4.78,102.0,0.0,192.0,0.0,888.0,943.1,3
288.0,16.11,192.0,0.0,192.0,0.0,932.0,717.8,3
305.3,43.38,203.5,0.0,203.5,0.0,965.4,631.0,28
236.0,20.42,157.0,0.0,192.0,0.0,972.6,749.1,7
173.0,6.94,116.0,0.0,192.0,0.0,946.8,856.8,3
212.0,15.03,141.3,0.0,203.5,0.0,973.4,750.0,7
236.0,13.57,157.0,0.0,192.0,0.0,972.6,749.1,3
183.9,32.53,122.6,0.0,203.5,0.0,959.2,800.0,90
166.8,15.75,250.2,0.0,203.5,0.0,975.6,692.6,7
102.0,7.68,153.0,0.0,192.0,0.0,887.0,942.0,7
288.0,38.8,192.0,0.0,192.0,0.0,932.0,717.8,28
212.0,33.0,141.3,0.0,203.5,0.0,973.4,750.0,28
102.0,17.28,153.0,0.0,192.0,0.0,887.0,942.0,28
173.0,24.28,116.0,0.0,192.0,0.0,946.8,856.8,28
183.9,24.05,122.6,0.0,203.5,0.0,959.2,800.0,28
133.0,36.59,200.0,0.0,192.0,0.0,927.4,839.2,90
192.0,50.73,288.0,0.0,192.0,0.0,929.8,716.1,90
133.0,13.66,200.0,0.0,192.0,0.0,927.4,839.2,7
305.3,14.14,203.5,0.0,203.5,0.0,965.4,631.0,3
236.0,47.78,157.0,0.0,192.0,0.0,972.6,749.1,90
108.3,2.33,162.4,0.0,203.5,0.0,938.2,849.0,3
157.0,16.89,236.0,0.0,192.0,0.0,935.4,781.2,7
288.0,23.52,192.0,0.0,192.0,0.0,932.0,717.8,7
212.0,6.81,141.3,0.0,203.5,0.0,973.4,750.0,3
212.0,39.7,141.3,0.0,203.5,0.0,973.4,750.0,90
153.0,17.96,102.0,0.0,192.0,0.0,888.0,943.1,28
236.0,32.88,157.0,0.0,192.0,0.0,972.6,749.1,28
116.0,22.35,173.0,0.0,192.0,0.0,909.8,891.9,28
183.9,10.79,122.6,0.0,203.5,0.0,959.2,800.0,7
108.3,7.72,162.4,0.0,203.5,0.0,938.2,849.0,7
203.5,41.68,305.3,0.0,203.5,0.0,963.4,630.0,28
203.5,9.56,305.3,0.0,203.5,0.0,963.4,630.0,3
133.0,6.88,200.0,0.0,192.0,0.0,927.4,839.2,3
288.0,50.53,192.0,0.0,192.0,0.0,932.0,717.8,90
200.0,17.17,133.0,0.0,192.0,0.0,965.4,806.2,7
200.0,30.44,133.0,0.0,192.0,0.0,965.4,806.2,28
250.2,9.73,166.8,0.0,203.5,0.0,977.6,694.1,3
122.6,3.32,183.9,0.0,203.5,0.0,958.2,800.1,3
153.0,26.32,102.0,0.0,192.0,0.0,888.0,943.1,90
200.0,43.25,133.0,0.0,192.0,0.0,965.4,806.2,90
116.0,6.28,173.0,0.0,192.0,0.0,909.8,891.9,3
173.0,32.1,116.0,0.0,192.0,0.0,946.8,856.8,90
250.2,36.96,166.8,0.0,203.5,0.0,977.6,694.1,28
305.3,54.6,203.5,0.0,203.5,0.0,965.4,631.0,90
192.0,21.48,288.0,0.0,192.0,0.0,929.8,716.1,7
157.0,9.69,236.0,0.0,192.0,0.0,935.4,781.2,3
153.0,8.37,102.0,0.0,192.0,0.0,888.0,943.1,7
141.3,39.66,212.0,0.0,203.5,0.0,971.8,748.5,90
116.0,10.09,173.0,0.0,192.0,0.0,909.8,891.9,7
141.3,4.83,212.0,0.0,203.5,0.0,971.8,748.5,3
122.6,10.35,183.9,0.0,203.5,0.0,958.2,800.1,7
166.8,43.57,250.2,0.0,203.5,0.0,975.6,692.6,90
203.5,51.86,305.3,0.0,203.5,0.0,963.4,630.0,90
273.0,37.17,105.0,82.0,210.0,9.0,904.0,680.0,28
162.0,33.76,190.0,148.0,179.0,19.0,838.0,741.0,28
154.0,16.5,144.0,112.0,220.0,10.0,923.0,658.0,28
147.0,19.99,115.0,89.0,202.0,9.0,860.0,829.0,28
152.0,36.35,178.0,139.0,168.0,18.0,944.0,695.0,28
310.0,33.69,143.0,111.0,168.0,22.0,914.0,651.0,28
304.0,33.42,140.0,0.0,214.0,6.0,895.0,722.0,28
159.0,27.68,149.0,116.0,175.0,15.0,953.0,720.0,28
153.0,26.86,239.0,0.0,200.0,6.0,1002.0,684.0,28
310.0,45.3,143.0,0.0,168.0,10.0,914.0,804.0,28
142.0,44.61,167.0,130.0,174.0,11.0,883.0,785.0,28
298.0,53.52,137.0,107.0,201.0,6.0,878.0,655.0,28
321.0,57.21,164.0,0.0,190.0,5.0,870.0,774.0,28
366.0,65.91,187.0,0.0,191.0,7.0,824.0,757.0,28
280.0,52.82,129.0,100.0,172.0,9.0,825.0,805.0,28
156.0,37.36,243.0,0.0,180.0,11.0,1022.0,698.0,28
160.0,32.84,188.0,146.0,203.0,11.0,829.0,710.0,28
287.0,41.94,121.0,94.0,188.0,9.0,904.0,696.0,28
326.0,61.23,166.0,0.0,174.0,9.0,882.0,790.0,28
132.0,33.3,207.0,161.0,179.0,5.0,867.0,736.0,28
322.0,52.42,149.0,0.0,186.0,8.0,951.0,709.0,28
140.0,35.23,164.0,128.0,237.0,6.0,869.0,656.0,28
288.0,42.13,121.0,0.0,177.0,7.0,908.0,829.0,28
265.0,41.54,111.0,86.0,195.0,6.0,833.0,790.0,28
160.0,39.45,250.0,0.0,168.0,12.0,1049.0,688.0,28
166.0,37.91,260.0,0.0,183.0,13.0,859.0,827.0,28
276.0,44.28,116.0,90.0,180.0,9.0,870.0,768.0,28
149.0,23.69,139.0,109.0,193.0,6.0,892.0,780.0,28
159.0,32.76,187.0,0.0,176.0,11.0,990.0,789.0,28
261.0,32.4,100.0,78.0,201.0,9.0,864.0,761.0,28
155.0,18.28,183.0,0.0,193.0,9.0,1047.0,697.0,28
146.0,33.06,230.0,0.0,202.0,3.0,827.0,872.0,28
133.0,31.03,210.0,0.0,196.0,3.0,949.0,795.0,28
313.0,44.39,145.0,0.0,178.0,8.0,867.0,824.0,28
153.0,25.56,145.0,113.0,178.0,8.0,1002.0,689.0,28
140.0,36.44,133.0,103.0,200.0,7.0,916.0,753.0,28
149.0,32.96,236.0,0.0,176.0,13.0,847.0,893.0,28
153.0,26.23,145.0,113.0,178.0,8.0,867.0,824.0,28
153.0,19.01,145.0,0.0,178.0,8.0,1000.0,822.0,28
262.0,33.72,111.0,86.0,195.0,5.0,895.0,733.0,28
149.0,23.52,118.0,92.0,183.0,7.0,953.0,780.0,28
143.0,29.72,169.0,143.0,191.0,8.0,967.0,643.0,28
260.0,49.77,101.0,78.0,171.0,10.0,936.0,763.0,28
313.0,52.44,161.0,0.0,178.0,10.0,917.0,759.0,28
284.0,40.93,120.0,0.0,168.0,7.0,970.0,794.0,28
150.0,37.43,237.0,0.0,174.0,12.0,1069.0,675.0,28
144.0,29.87,170.0,133.0,192.0,8.0,814.0,805.0,28
331.0,56.61,170.0,0.0,195.0,8.0,811.0,802.0,28
155.0,23.79,183.0,0.0,193.0,9.0,877.0,868.0,28
266.0,39.42,112.0,87.0,178.0,10.0,910.0,745.0,28
314.0,46.23,145.0,113.0,179.0,8.0,869.0,690.0,28
313.0,44.52,145.0,0.0,127.0,8.0,1000.0,822.0,28
146.0,23.74,173.0,0.0,182.0,3.0,986.0,817.0,28
144.0,26.14,136.0,106.0,178.0,7.0,941.0,774.0,28
277.0,43.57,117.0,91.0,191.0,7.0,946.0,666.0,28
313.0,41.05,145.0,0.0,178.0,8.0,1002.0,689.0,28
155.0,28.99,184.0,143.0,194.0,9.0,880.0,699.0,28
289.0,46.24,134.0,0.0,195.0,6.0,924.0,760.0,28
148.0,26.92,175.0,0.0,171.0,2.0,1000.0,828.0,28
136.0,29.07,162.0,126.0,172.0,10.0,923.0,764.0,28
255.0,33.8,99.0,77.0,189.0,6.0,919.0,749.0,28
162.0,39.84,207.0,172.0,216.0,10.0,822.0,638.0,28
136.0,26.97,196.0,98.0,199.0,6.0,847.0,783.0,28
164.0,27.23,163.0,128.0,197.0,8.0,961.0,641.0,28
162.0,30.65,214.0,164.0,202.0,10.0,820.0,680.0,28
157.0,33.05,214.0,152.0,200.0,9.0,819.0,704.0,28
149.0,24.58,153.0,194.0,192.0,8.0,935.0,623.0,28
135.0,21.91,105.0,193.0,196.0,6.0,965.0,643.0,28
159.0,30.88,209.0,161.0,201.0,7.0,848.0,669.0,28
154.0,24.34,174.0,185.0,228.0,7.0,845.0,612.0,28
167.0,23.89,187.0,195.0,185.0,7.0,898.0,636.0,28
156.0,29.41,178.0,187.0,221.0,7.0,854.0,614.0,28
154.8,18.29,183.4,0.0,193.3,9.1,1047.4,696.7,28
145.9,32.72,230.5,0.0,202.5,3.4,827.0,871.8,28
133.1,28.94,210.2,0.0,195.7,3.1,949.4,795.3,28
313.3,40.93,145.0,0.0,178.5,8.0,867.2,824.0,28
153.1,25.56,145.0,113.0,178.5,8.0,1001.9,688.7,28
139.9,36.44,132.6,103.3,200.3,7.4,916.0,753.4,28
149.5,32.96,236.0,0.0,175.8,12.6,846.8,892.7,28
153.1,26.23,145.0,113.0,178.5,8.0,867.2,824.0,28
152.7,19.01,144.7,0.0,178.1,8.0,999.7,822.2,28
261.9,33.72,110.5,86.1,195.4,5.0,895.2,732.6,28
149.0,23.52,117.6,91.7,182.9,7.1,953.4,780.3,28
143.0,29.73,169.4,142.7,190.7,8.4,967.4,643.5,28
259.9,49.77,100.6,78.4,170.6,10.4,935.7,762.9,28
312.9,52.45,160.5,0.0,177.6,9.6,916.6,759.5,28
284.0,40.93,119.7,0.0,168.3,7.2,970.4,794.2,28
150.0,37.43,236.8,0.0,173.8,11.9,1069.3,674.8,28
143.7,29.87,170.2,132.6,191.6,8.5,814.1,805.3,28
330.5,56.62,169.6,0.0,194.9,8.1,811.0,802.3,28
154.8,23.79,183.4,0.0,193.3,9.1,877.2,867.7,28
266.2,39.42,112.3,87.5,177.9,10.4,909.7,744.5,28
314.0,46.23,145.3,113.2,178.9,8.0,869.1,690.2,28
312.7,44.52,144.7,0.0,127.3,8.0,999.7,822.2,28
145.7,23.74,172.6,0.0,181.9,3.4,985.8,816.8,28
143.8,26.15,136.3,106.2,178.1,7.5,941.5,774.3,28
277.0,43.58,116.8,91.0,190.6,7.0,946.5,665.6,28
313.3,41.05,145.0,0.0,178.5,8.0,1001.9,688.7,28
155.2,28.99,183.9,143.2,193.8,9.2,879.6,698.5,28
289.0,46.25,133.7,0.0,194.9,5.5,924.1,760.1,28
147.8,26.92,175.1,0.0,171.2,2.2,1000.0,828.5,28
136.4,29.07,161.6,125.8,171.6,10.4,922.6,764.4,28
255.3,33.8,98.8,77.0,188.6,6.5,919.0,749.3,28
272.8,37.17,105.1,81.8,209.7,9.0,904.0,679.7,28
162.0,33.76,190.1,148.1,178.8,18.8,838.1,741.4,28
153.6,16.5,144.2,112.3,220.1,10.1,923.2,657.9,28
146.5,19.99,114.6,89.3,201.9,8.8,860.0,829.5,28
151.8,36.35,178.1,138.7,167.5,18.3,944.0,694.6,28
309.9,38.22,142.8,111.2,167.8,22.1,913.9,651.2,28
303.6,33.42,139.9,0.0,213.5,6.2,895.5,722.5,28
158.6,27.68,148.9,116.0,175.1,15.0,953.3,719.7,28
152.6,26.86,238.7,0.0,200.0,6.3,1001.8,683.9,28
310.0,45.3,142.8,0.0,167.9,10.0,914.3,804.0,28
141.9,44.61,166.6,129.7,173.5,10.9,882.6,785.3,28
297.8,53.52,137.2,106.9,201.3,6.0,878.4,655.3,28
321.3,57.22,164.2,0.0,190.5,4.6,870.0,774.0,28
366.0,65.91,187.0,0.0,191.3,6.6,824.3,756.9,28
279.8,52.83,128.9,100.4,172.4,9.5,825.1,804.9,28
252.1,33.4,97.1,75.6,193.8,8.3,835.5,821.4,28
155.6,37.36,243.5,0.0,180.3,10.7,1022.0,697.7,28
160.2,35.31,188.0,146.4,203.2,11.3,828.7,709.7,28
287.3,43.8,120.5,93.9,187.6,9.2,904.4,695.9,28
325.6,61.24,166.4,0.0,174.0,8.9,881.6,790.0,28
132.0,33.31,206.5,160.9,178.9,5.5,866.9,735.6,28
322.5,52.43,148.6,0.0,185.8,8.5,951.0,709.5,28
139.7,35.23,163.9,127.7,236.7,5.8,868.6,655.6,28
