Date,Year,Month,Day,DayOfWeek,BitcoinPrice,GoldPrice,△BitcoinPrice/△Date,△GoldPrice/△Date
2018-02-12,2018,2,12,Monday,4167.546667,1322.3,-1026.7962393333337,2.7333333333333485
2018-03-02,2018,3,2,Friday,8852.73,1322.3,-6200.53167,14.549999999999956
2018-03-05,2018,3,5,Monday,9639.268333,1320.4,262.1794443333335,-0.6333333333332879
2018-03-09,2018,3,9,Friday,7260.949231,1320.6,-133.54993600000034,-0.4000000000000909
2018-03-12,2018,3,12,Monday,4140.6,1319.15,-1040.116410333333,-0.4833333333332727
2018-04-06,2018,4,6,Friday,7500.273333,1331.2,-2253.0766670000003,3.5
2018-04-09,2018,4,9,Monday,7265.08,1331.95,-78.39777766666673,0.25
2018-05-04,2018,5,4,Friday,6826.51,1309.4,-4690.32,-5.649999999999864
2018-05-11,2018,5,11,Friday,6436.965,1324.35,-131.58416699999998,5.5499999999999545
2018-06-01,2018,6,1,Friday,17319.198,1294.6,518.2015714285715,-1.4166666666666667
2018-06-04,2018,6,4,Monday,6603.876667,1295.45,-3571.773777666667,0.2833333333333788
2018-06-08,2018,6,8,Friday,6988.079167,1298.25,432.56916699999965,1.0
2018-06-11,2018,6,11,Monday,6437.76,1299.6,-183.4397223333332,0.4499999999999697
2018-07-02,2018,7,2,Monday,8099.958333,1247.8,217.74891665,-2.542500000000006
2018-07-06,2018,7,6,Friday,7676.271667,1255.35,-1955.1683330000003,-0.1500000000000909
2018-07-09,2018,7,9,Monday,6501.19,1262.05,-391.6938890000001,2.2333333333333485
2018-08-03,2018,8,3,Friday,9920.46,1216.3,1679.9233329999988,0.849999999999909
2018-08-06,2018,8,6,Monday,7620.153333,1209.65,-766.7688889999996,-2.216666666666621
2018-08-10,2018,8,10,Friday,6618.567692,1214.4,252.46019199999955,0.0500000000001819
2018-09-03,2018,9,3,Monday,9089.278333,1200.05,102.94627670833336,-0.5979166666666723
2018-09-07,2018,9,7,Friday,6724.04,1198.9,-891.5,-6.25
2018-09-10,2018,9,10,Monday,6621.711667,1196.6,-34.109444333333464,-0.7666666666667273
2018-10-01,2018,10,1,Monday,14437.42,1189.35,578.0926315789474,-0.3289473684210526
2018-10-05,2018,10,5,Friday,9310.37,1203.8,2525.960000000001,0.349999999999909
2018-10-08,2018,10,8,Monday,6396.494667,1186.95,-971.2917776666668,-5.616666666666636
2018-10-12,2018,10,12,Friday,3523.96,1219.75,-2875.0733330000003,14.200000000000044
2018-11-02,2018,11,2,Friday,8343.455,1232.1,-4953.339,0.949999999999818
2018-11-05,2018,11,5,Monday,8468.788,1232.25,41.777666666666846,0.0500000000000303
2018-11-09,2018,11,9,Friday,6296.320833,1211.4,157.36083299999973,-12.75
2018-11-12,2018,11,12,Monday,3426.19,1205.55,-956.7102776666666,-1.9500000000000453
2018-12-03,2018,12,3,Monday,9182.843333,1230.3,274.1263491904762,1.1785714285714286
2018-12-07,2018,12,7,Friday,6403.18,1243.3,-476.1300000000001,0.75
2018-12-10,2018,12,10,Monday,6260.530833,1245.35,-47.5497223333335,0.6833333333333181
2019-01-04,2019,1,4,Friday,4114.16,1279.9,264.0799999999999,-10.549999999999956
2019-01-07,2019,1,7,Monday,10737.73,1292.2,2207.8566666666666,4.0999999999999845
2019-01-11,2019,1,11,Friday,9147.98,1288.95,840.2399999999998,-2.950000000000045
2019-02-01,2019,2,1,Friday,3855.88,1318.7,-252.0047619047619,1.4166666666666667
2019-02-04,2019,2,4,Monday,4152.53,1312.15,98.8833333333332,-2.183333333333318
2019-02-08,2019,2,8,Friday,10407.17,1314.85,-171.54999999999927,4.849999999999909
2019-02-11,2019,2,11,Monday,9252.99,1306.4,-384.72666666666674,-2.816666666666606
2019-03-01,2019,3,1,Friday,3865.7975,1311.95,-208.0525,0.1147058823529438
2019-03-04,2019,3,4,Monday,4882.88,1285.4,339.0275,-8.849999999999985
2019-03-08,2019,3,8,Friday,10529.55,1296.75,-275.8500000000004,11.450000000000044
2019-03-11,2019,3,11,Monday,9301.18,1292.75,-409.4566666666663,-1.3333333333333333
2019-04-01,2019,4,1,Monday,3822.626667,1293.5,-174.34816665,-0.1774999999999977
2019-04-05,2019,4,5,Friday,5657.14,1288.45,697.3299999999999,5.2999999999999545
2019-04-08,2019,4,8,Monday,10814.57,1300.0,1719.1433333333332,3.849999999999985
2019-04-12,2019,4,12,Friday,7296.77,1294.3,-1909.3899999999996,-4.5
2019-05-03,2019,5,3,Friday,3730.98,1278.55,278.6300000000001,7.599999999999909
2019-05-10,2019,5,10,Friday,8155.48,1287.1,-2428.6800000000003,1.0
2019-06-03,2019,6,3,Monday,3872.25,1317.1,-178.46791666666664,1.25
2019-06-07,2019,6,7,Friday,10955.16,1340.65,3169.12,5.150000000000091
2019-06-10,2019,6,10,Monday,8147.69,1328.6,-935.8233333333334,-4.016666666666727
2019-07-01,2019,7,1,Monday,4036.093333,1390.1,-176.8356140526316,3.039473684210526
2019-07-05,2019,7,5,Friday,5684.47,1388.65,630.9499999999998,-26.25
2019-07-08,2019,7,8,Monday,11465.67,1400.1,1927.0666666666664,3.816666666666606
2019-07-12,2019,7,12,Friday,7547.19,1407.6,-1796.1500000000003,-6.150000000000091
2019-08-02,2019,8,2,Friday,3394.76,1441.75,-637.4899999999998,34.950000000000045
2019-08-05,2019,8,5,Monday,5755.72,1465.25,786.9866666666667,7.833333333333333
2019-08-09,2019,8,9,Friday,10487.21,1497.7,-1473.6100000000006,1.9500000000000453
2019-08-12,2019,8,12,Monday,7504.83,1504.7,-994.1266666666664,2.333333333333333
2019-09-02,2019,9,2,Monday,3661.08,1525.95,-183.03571428571428,1.011904761904762
2019-09-06,2019,9,6,Friday,7931.34,1523.7,1994.62,-5.399999999999864
2019-09-09,2019,9,9,Monday,10406.31,1509.2,824.9899999999998,-4.833333333333333
2019-10-04,2019,10,4,Friday,5175.81,1499.15,1225.2500000000005,-17.949999999999818
2019-10-07,2019,10,7,Monday,12586.78,1501.25,2470.3233333333333,0.6999999999999696
2019-10-11,2019,10,11,Friday,8809.41,1479.15,221.48999999999975,-15.649999999999864
2019-11-01,2019,11,1,Friday,3646.25,1508.8,-245.8647619047619,1.4119047619047551
2019-11-04,2019,11,4,Monday,5310.18,1509.45,554.6433333333334,0.2166666666666969
2019-11-08,2019,11,8,Friday,11282.22,1464.15,-817.6800000000003,-20.09999999999991
2019-11-11,2019,11,11,Monday,9037.12,1458.7,-748.3666666666662,-1.8166666666666815
2019-12-02,2019,12,2,Monday,3629.47,1461.15,-179.5645,0.4550000000000068
2019-12-06,2019,12,6,Friday,7917.58,1459.65,669.2699999999995,-16.299999999999955
2019-12-09,2019,12,9,Monday,10159.32,1461.7,747.2466666666666,0.6833333333333181
2020-01-03,2020,1,3,Friday,8534.17,1548.75,-799.6000000000004,21.65000000000009
2020-01-06,2020,1,6,Monday,9450.84,1573.1,305.5566666666667,8.116666666666637
2020-01-10,2020,1,10,Friday,10777.92,1553.6,-881.6499999999996,2.849999999999909
2020-02-03,2020,2,3,Monday,8912.82,1574.75,-77.71250000000002,0.8812500000000038
2020-02-07,2020,2,7,Friday,9236.38,1572.65,-967.8500000000004,9.350000000000136
2020-02-10,2020,2,10,Monday,10619.24,1573.2,460.9533333333336,0.1833333333333181
2020-03-02,2020,3,2,Monday,9314.56,1599.65,-498.84,1.8921052631578967
2020-03-06,2020,3,6,Friday,9525.57,1683.65,551.75,24.050000000000185
2020-03-09,2020,3,9,Monday,11397.44,1672.5,623.9566666666669,-3.716666666666697
2020-04-03,2020,4,3,Friday,8754.34,1613.1,-407.7999999999993,-3.7000000000000455
2020-04-06,2020,4,6,Monday,9658.04,1648.3,301.2333333333336,11.733333333333348
2020-05-01,2020,5,1,Friday,7347.89,1686.25,-129.07363636363635,0.2545454545454504
2020-05-04,2020,5,4,Monday,6871.69,1709.1,-158.73333333333358,7.616666666666636
2020-05-11,2020,5,11,Monday,14155.59,1702.75,1256.0700000000002,-0.3249999999999886
2020-06-01,2020,6,1,Monday,7351.57,1730.6,-565.9460000000001,1.4099999999999908
2020-06-05,2020,6,5,Friday,9030.96,1683.45,2253.5199999999995,-16.59999999999991
2020-06-08,2020,6,8,Monday,11750.28,1690.35,906.4400000000004,2.2999999999999545
2020-06-12,2020,6,12,Friday,19155.06,1733.5,3563.670000000002,-4.75
2020-07-03,2020,7,3,Friday,9155.89,1772.9,-599.7700000000004,-4.5499999999999545
2020-07-06,2020,7,6,Monday,9670.43,1787.9,171.51333333333363,5.0
2020-07-10,2020,7,10,Friday,10603.74,1803.1,348.8099999999995,-9.0
2020-08-03,2020,8,3,Monday,8898.63,1958.55,-71.04625000000003,6.477083333333336
2020-08-07,2020,8,7,Friday,9256.23,2031.15,-497.6200000000008,-36.0
2020-08-10,2020,8,10,Monday,10670.8,2044.5,471.52333333333326,4.44999999999997
2020-09-04,2020,9,4,Friday,7365.03,1926.3,-674.3500000000004,-14.150000000000093
2020-09-07,2020,9,7,Monday,9440.07,1928.45,691.68,0.716666666666697
2020-09-11,2020,9,11,Friday,15490.6,1947.4,4567.300000000001,-18.84999999999991
2020-10-02,2020,10,2,Friday,10162.41,1903.05,2344.49,1.0499999999999543
2020-10-05,2020,10,5,Monday,9527.39,1909.6,-211.6733333333335,2.183333333333318
2020-10-09,2020,10,9,Friday,10227.83,1923.25,-1456.2299999999996,35.799999999999955
2020-10-12,2020,10,12,Monday,18554.15,1925.5,2775.4400000000005,0.75
2020-11-02,2020,11,2,Monday,9854.79,1889.9,-414.2552380952381,-1.695238095238091
2020-11-06,2020,11,6,Friday,9892.13,1940.8,1137.67,2.349999999999909
2020-11-09,2020,11,9,Monday,10352.66,1867.3,153.51000000000022,-24.5
2020-12-04,2020,12,4,Friday,6891.6,1843.0,-1045.0499999999993,10.650000000000093
2020-12-07,2020,12,7,Monday,9235.96,1859.95,781.4533333333329,5.650000000000016
2020-12-11,2020,12,11,Friday,15708.65,1842.0,4332.039999999999,-2.349999999999909
2021-01-04,2021,1,4,Monday,58735.25,1943.2,1792.775,4.216666666666669
2021-01-08,2021,1,8,Friday,41659.06,1862.9,6611.699999999997,-57.19999999999982
2021-02-01,2021,2,1,Monday,29393.75,1862.95,-511.05458333333326,0.0020833333333314
2021-02-05,2021,2,5,Friday,57857.5,1802.95,-879.4199999999983,17.049999999999955
2021-02-08,2021,2,8,Monday,40000.46,1835.25,-5952.346666666667,10.766666666666652
2021-03-01,2021,3,1,Monday,32195.46,1734.15,-833.3650000000001,-5.272499999999991
2021-03-05,2021,3,5,Friday,56610.46,1696.25,-2420.8600000000006,-15.849999999999907
2021-03-08,2021,3,8,Monday,39193.94,1687.05,-5805.506666666665,-3.066666666666682
2021-04-09,2021,4,9,Friday,50035.33,1741.2,11897.330000000002,-14.299999999999956
2021-05-07,2021,5,7,Friday,35309.3,1836.55,-1576.2099999999991,23.399999999999864
2021-06-04,2021,6,4,Friday,59054.1,1890.6,10192.72,24.049999999999955
2021-06-07,2021,6,7,Monday,33747.97,1888.4,-8435.376666666665,-0.7333333333332727
2021-07-02,2021,7,2,Friday,39323.26,1786.15,2462.8499999999985,4.650000000000091
2021-07-05,2021,7,5,Monday,56428.16,1791.35,5701.633333333334,1.7333333333332728
2021-07-09,2021,7,9,Friday,52677.4,1806.0,9851.450000000004,-1.7000000000000457
2021-08-02,2021,8,2,Monday,38928.1,1811.45,-572.8875000000002,0.2270833333333352
2021-08-06,2021,8,6,Friday,33514.87,1762.9,-23865.399999999998,-37.84999999999991
2021-08-09,2021,8,9,Monday,46809.17,1738.85,4431.433333333332,-8.016666666666728
2021-09-03,2021,9,3,Friday,52299.33,1823.7,5935.029999999999,11.150000000000093
2021-09-06,2021,9,6,Monday,33450.19,1821.6,-6283.046666666666,-0.7000000000000455
